CODE,LINE_NAME,DATE_TIME,DUR_H,N_METERS,P_KW,Q_KVAR,S_KVA,LOAD_PCT,DELTA_P_KW,OUTPUT_KWH,LOSS_NOLOAD_KWH,LOSS_LOAD_KWH,LOSS_KWH
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-03 01:00:00,0.5,1,112.2,3,112.24,5.612,3.0914,56.1,1.5235,0.0222005,1.5457
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-03 01:00:00,0.5,1,0.9,0,0.9,0.160714,0.322012,0.45,0.161,6.02851e-06,0.161006
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-03 01:00:00,0.5,1,210,-30.4,212.189,10.6094,2.58731,105,1.1985,0.0951546,1.29365
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-03 01:00:00,0.5,1,1.4,-0.6,1.52315,0.190394,0.798324,0.7,0.39915,1.21258e-05,0.399162
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-03 01:00:00,0.5,1,24.32,1.28,24.3537,3.86566,0.755293,12.16,0.37367,0.00397672,0.377647
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-03 01:00:00,0.0166667,2,16.4,4,16.8808,0.562692,1.07033,0.273333,0.0178333,5.56136e-06,0.0178389
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-03 01:00:00,0.5,1,75.9,19.8,78.4401,6.27521,2.26735,37.95,1.085,0.0486747,1.13367
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-03 01:00:00,0.5,1,141.44,78.88,161.949,28.9194,1.15414,70.72,0.34862,0.228448,0.577068
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-03 01:00:00,0.5,1,172.8,18.8,173.82,11.588,1.4887,86.4,0.6525,0.0918484,0.744348
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-03 01:00:00,0.5,1,7.08,-0.66,7.1107,2.84428,0.312293,3.54,0.155,0.00114634,0.156146
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-03 01:00:00,0.5,1,2.8,-1.2,3.04631,0.152315,2.39704,1.4,1.1985,1.96125e-05,1.19852
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-03 01:00:00,0.5,1,0,0,0,0,0.6205,0,0.31025,0,0.31025
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-03 01:00:00,0.5,1,477.12,125.76,493.416,49.3416,2.9954,238.56,0.4653,1.0324,1.4977
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-03 01:00:00,0.5,1,40.4,4.56,40.6565,10.1641,0.461816,20.2,0.21164,0.0192678,0.230908
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-03 01:00:00,0.5,1,4.2,0,4.2,0.336,1.07012,2.1,0.535,5.94894e-05,0.535059
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-03 01:00:00,0.5,1,14.4,-7.04,16.0288,4.00719,0.406036,7.2,0.2,0.00301803,0.203018
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-03 01:00:00,0.5,1,3.52,-0.48,3.55258,0.888144,0.401672,1.76,0.20069,0.000146042,0.200836
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-03 01:00:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-03 01:00:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-03 01:00:00,0.5,1,2.08,0,2.08,0.52,0.411101,1.04,0.2055,5.06459e-05,0.205551
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-03 01:00:00,0.5,1,8.8,-2.08,9.04248,2.26062,0.406914,4.4,0.2025,0.000957178,0.203457
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-03 01:00:00,0.5,1,57.4,9.4,58.1646,7.75528,0.842264,28.7,0.402,0.0191319,0.421132
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-03 01:00:00,0.5,1,9.2,0,9.2,1.22667,0.804957,4.6,0.402,0.000478649,0.402479
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-03 01:00:00,0.5,1,108,35.28,113.616,28.4041,0.782078,54,0.2225,0.168539,0.391039
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-03 01:00:00,0.5,1,26.1,-11.4,28.481,3.56013,0.806779,13.05,0.39915,0.00423969,0.40339
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-03 01:01:00,0.483333,1,6.66,-1.41,6.80762,9.07683,0.161728,3.219,0.0744333,0.00373523,0.0781686
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-03 01:01:00,0.483333,1,4.8,-0.3,4.80937,0.384749,1.18815,2.32,0.5742,7.4053e-05,0.574274
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-03 01:01:00,0.483333,2,14.8,4,15.331,0.511034,1.07028,7.15333,0.517167,0.000133026,0.5173
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-03 01:01:00,0.483333,1,150.88,79.52,170.553,30.4558,1.17255,72.9253,0.322383,0.244348,0.566731
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-03 01:01:00,0.483333,1,19.84,3.2,20.0964,3.18991,0.787692,9.58933,0.377967,0.00275122,0.380718
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-03 01:30:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-03 01:30:00,0.5,1,7.1,0.2,7.10282,1.7757,0.283719,3.55,0.141,0.000859274,0.141859
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-03 01:30:00,0.5,1,34.68,-4.68,34.9944,13.9977,0.418528,17.34,0.1815,0.0277642,0.209264
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-03 01:30:00,0.5,1,5.4,-5.4,7.63675,0.61094,1.2094,2.7,0.6045,0.000199688,0.6047
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-03 01:30:00,0.5,1,4.48,-0.32,4.49141,0.299428,1.23412,2.24,0.617,5.90794e-05,0.617059
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-03 01:30:00,0.5,1,668.5,52,670.519,33.526,3.70987,334.25,0.925,0.929934,1.85493
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-03 01:30:00,0.5,1,69.44,6.56,69.7492,12.4552,0.612934,34.72,0.27008,0.036387,0.306467
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-03 01:30:00,0.5,1,16.2,0,16.2,2.025,0.807747,8.1,0.4025,0.00137371,0.403874
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-03 01:30:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-03 01:30:00,0.5,1,12,-7,13.8924,0.555698,1.69694,6,0.84815,0.000317678,0.848468
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-03 01:30:00,0.5,1,8.64,-3.84,9.4549,0.590931,1.19551,4.32,0.5975,0.000253565,0.597754
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-03 01:30:00,0.5,1,1,0,1,0.05,1.85,0.5,0.925,2.06837e-06,0.925002
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-03 01:30:00,0.5,1,181.8,38.4,185.811,18.5811,1.22812,90.9,0.462205,0.151853,0.614058
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-03 01:30:00,0.5,1,3.84,-1.2,4.02313,0.402313,0.925136,1.92,0.4625,6.816e-05,0.462568
03.TAMAGAWA.T1.750kVA,03.TAMAGAWA.T1.750kVA,2026-07-03 01:30:00,0.533333,1,77.12,20.16,79.7115,10.6282,0.981025,41.1307,0.478933,0.0442798,0.523213
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-03 01:30:00,0.5,2,100.6,-352.56,366.632,12.2211,2.47641,50.3,1.09,0.148204,1.2382
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-03 01:30:00,0.5,1,6.96,3.6,7.83592,0.783592,0.895521,3.48,0.4475,0.000260588,0.447761
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-03 01:30:00,0.5,1,7.56,-1.44,7.69592,10.2612,0.163876,3.78,0.077,0.00493823,0.0819382
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-03 01:30:00,0.5,1,106.4,3.68,106.464,13.308,0.950305,53.2,0.415,0.0601526,0.475153
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-03 01:30:00,0.5,1,630.6,149.4,648.056,25.9222,2.80706,315.3,0.94955,0.453978,1.40353
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-03 01:30:00,0.5,1,22.2,1.8,22.2729,0.890914,1.90017,11.1,0.94955,0.000536243,0.950086
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-03 01:30:00,0.5,1,13.8,-5.4,14.8189,0.592756,1.89982,6.9,0.94955,0.000360146,0.94991
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-03 01:30:00,0.5,1,3.2,-0.8,3.29848,0.439798,0.732145,1.6,0.366,7.23883e-05,0.366072
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-03 01:30:00,0.5,1,11.1,-1.98,11.2752,6.26401,0.2927,5.55,0.1425,0.00385021,0.14635
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-03 01:30:00,0.5,2,10.28,-1.16,10.3452,6.46578,0.275605,5.14,0.134,0.00380228,0.137802
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-03 01:30:00,0.5,1,986.3,137.2,995.797,31.6126,5.76795,493.15,1.9127,0.971275,2.88397
TH.FANTASY.T2.3150kVA,TH.FANTASY.T2.3150kVA,2026-07-03 01:30:00,0.516667,1,67.9,6.3,68.1916,2.16481,3.83451,35.0817,1.97646,0.00470656,1.98116
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-03 01:30:00,0.5,1,5.44,-7.84,9.54249,1.19281,0.830967,2.72,0.415,0.000483254,0.415483
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-03 01:30:00,0.5,1,152.96,18.72,154.101,20.5468,1.06283,76.48,0.394,0.137417,0.531417
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-03 01:30:00,0.5,1,10,-2,10.198,0.637377,1.15453,5,0.577,0.000266012,0.577266
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-03 01:30:00,0.5,1,20.64,1.68,20.7083,2.07083,0.964792,10.32,0.481,0.00139585,0.482396
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-03 01:30:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-03 01:30:00,0.5,1,12.2,-2.7,12.4952,1.98336,0.782152,6.1,0.39,0.00107619,0.391076
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-03 01:30:00,0.5,2,18.48,-2.84,18.697,4.67424,0.423149,9.24,0.2075,0.00407475,0.211575
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-03 01:30:00,0.5,1,2.46,-2.1,3.23444,1.29378,0.363474,1.23,0.1815,0.000237185,0.181737
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-03 01:30:00,0.5,1,80.8,-4.8,80.9424,2.69808,3.97661,40.4,1.981,0.00730549,1.98831
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-03 01:30:00,0.5,1,1027.2,397.6,1101.47,36.7155,6.69463,513.6,1.9945,1.35281,3.34731
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-03 01:30:00,0.5,1,127.8,0.6,127.801,6.39007,3.10457,63.9,1.5235,0.0287832,1.55228
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-03 01:30:00,0.5,1,1,0.1,1.00499,0.179462,0.322015,0.5,0.161,7.51703e-06,0.161008
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-03 01:30:00,0.5,1,3.9,-0.6,3.94588,0.315671,1.1881,1.95,0.594,5.15678e-05,0.594052
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-03 01:30:00,0.5,1,170.4,-32.8,173.528,8.6764,2.52428,85.2,1.1985,0.0636391,1.26214
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-03 01:30:00,0.5,1,1.4,-0.6,1.52315,0.190394,0.798324,0.7,0.39915,1.21258e-05,0.399162
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-03 01:30:00,0.5,1,23.04,1.44,23.085,3.66428,0.754486,11.52,0.37367,0.00357318,0.377243
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-03 01:30:00,0.0166667,2,15.2,4.4,15.824,0.527468,1.07029,0.253333,0.0178333,4.88688e-06,0.0178382
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-03 01:30:00,0.5,1,84.3,20.1,86.6631,6.93305,2.28883,42.15,1.085,0.0594149,1.14441
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-03 01:30:00,0.5,1,200.64,99.2,223.824,39.9685,1.56996,100.32,0.34862,0.43636,0.78498
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-03 01:30:00,0.5,1,316.48,128.16,341.445,60.9723,2.69321,158.24,0.3335,1.01311,1.34661
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-03 01:30:00,0.5,1,206,6.4,206.099,13.74,1.56326,103,0.6525,0.12913,0.78163
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-03 01:30:00,0.5,1,7.92,-0.6,7.94269,3.17708,0.312861,3.96,0.155,0.00143029,0.15643
YM.NHUADUCANH.T1.2000kVA,YM.NHUADUCANH.T1.2000kVA,2026-07-03 01:30:00,0.5,1,2.4,-1.2,2.68328,0.134164,2.39703,1.2,1.1985,1.52166e-05,1.19852
YM.OSAKA.160kVA,YM.OSAKA.160kVA,2026-07-03 01:30:00,0.5,1,0,0,0,0,0.6205,0,0.31025,0,0.31025
YM.PACIFIC.T1.1000kVA,YM.PACIFIC.T1.1000kVA,2026-07-03 01:30:00,0.5,1,309.6,96.72,324.356,32.4356,1.82287,154.8,0.4653,0.446135,0.911435
YM.SOL.T1.400kVA,YM.SOL.T1.400kVA,2026-07-03 01:30:00,0.5,1,38.4,4.32,38.6422,9.66056,0.458092,19.2,0.21164,0.0174058,0.229046
YM.SONMIENBAC.T1.1250kVA,YM.SONMIENBAC.T1.1250kVA,2026-07-03 01:30:00,0.5,1,1.8,0,1.8,0.144,1.07002,0.9,0.535,1.09266e-05,0.535011
YM.TITAN.NX1.400kVA,YM.TITAN.NX1.400kVA.SML,2026-07-03 01:30:00,0.5,1,13.6,-7.04,15.3141,3.82852,0.40551,6.8,0.2,0.0027549,0.202755
YM.TITAN.NX2.400kVA,YM.TITAN.NX2.400kVA.ESSENCE,2026-07-03 01:30:00,0.5,1,1.6,-0.48,1.67045,0.417612,0.401445,0.8,0.20069,3.22893e-05,0.200722
YM.TITAN.NX3.400kVA,YM.TITAN.NX3.400kVA.EVERJOY,2026-07-03 01:30:00,0.5,1,0.6,-0.24,0.64622,0.161555,0.40201,0.3,0.201,4.84808e-06,0.201005
YM.TITAN.NX4.400kVA,YM.TITAN.NX4.400kVA.JOINT,2026-07-03 01:30:00,0.5,1,0.48,-0.36,0.6,0.15,0.410158,0.24,0.205075,4.18736e-06,0.205079
YM.TITAN.NX5.400KVA,YM.TITAN.NX5.400KVA.JEN YAW,2026-07-03 01:30:00,0.5,1,3.68,-0.16,3.68348,0.920869,0.411318,1.84,0.2055,0.00015883,0.205659
YM.TITAN.NX6.400kVA,YM.TITAN.NX6.400kVA.FUMAO,2026-07-03 01:30:00,0.5,1,11.52,-2.56,11.801,2.95025,0.408261,5.76,0.2025,0.00163026,0.20413
YM.TITAN.NX7.630kVA,YM.TITAN.NX7.630kVA,2026-07-03 01:30:00,0.5,1,24,2.08,24.09,3.8238,0.790179,12,0.391,0.00408963,0.39509
YM.TITAN.NX8.750kVA,YM.TITAN.NX8.750kVA Hồng Nguyên,2026-07-03 01:30:00,0.5,1,70.6,11.8,71.5793,9.54391,0.861949,35.3,0.402,0.0289745,0.430975
YM.TITAN.NX9.750kVA,YM.TITAN.NX9.750kVA,2026-07-03 01:30:00,0.5,1,10,0.6,10.018,1.33573,0.805135,5,0.402,0.000567547,0.402568
YM.VINSON.T1.400kVA,YM.VINSON.T1.400kVA,2026-07-03 01:30:00,0.5,1,131.04,29.76,134.377,33.5942,0.916517,65.52,0.2225,0.235759,0.458259
YM.YUSEN.T1.800kVA,YM.YUSEN.T1.800kVA,2026-07-03 01:30:00,0.5,1,29.7,-11.7,31.9215,3.99018,0.808952,14.85,0.39915,0.00532584,0.404476
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-03 01:31:00,0.483333,2,15.2,4.4,15.824,0.527468,1.07029,7.34667,0.517167,0.00014172,0.517308
03.AQ.T1.2500kVA,03.AQ.T1.2500kVA,2026-07-03 02:00:00,0.5,1,1.8,-2.4,3,0.12,4.50002,0.9,2.25,1.19138e-05,2.25001
03.ECOLAND.T1.400KVA,03.ECOLAND.T1.400KVA,2026-07-03 02:00:00,0.5,1,4.7,0,4.7,1.175,0.282752,2.35,0.141,0.000376241,0.141376
03.ECOLAND.T2.250kVA,03.ECOLAND.T2.250kVA,2026-07-03 02:00:00,0.5,1,33.9,-4.74,34.2298,13.6919,0.416129,16.95,0.1815,0.0265643,0.208064
03.ECOLAND.T4.1250kVA,03.ECOLAND.T4.1250kVA,2026-07-03 02:00:00,0.5,1,5.4,-5.7,7.85175,0.62814,1.20942,2.7,0.6045,0.00021109,0.604711
03.ECOLAND.T5.1500kVA,03.ECOLAND.T5.1500kVA,2026-07-03 02:00:00,0.5,1,4.48,-0.32,4.49141,0.299428,1.23412,2.24,0.617,5.90794e-05,0.617059
03.GHN.T1.2000kVA,03.GHN.T1.2000kVA,2026-07-03 02:00:00,0.5,1,656,48,657.754,32.8877,3.63972,328,0.925,0.894862,1.81986
03.IP.T1.560kVA,03.IP.T1.560kVA,2026-07-03 02:00:00,0.5,1,40,6.08,40.4594,7.2249,0.564647,20,0.27008,0.0122436,0.282324
03.JPVN.T1.800kVA,03.JPVN.T1.800kVA,2026-07-03 02:00:00,0.5,1,14.7,0.3,14.7031,1.83788,0.807263,7.35,0.4025,0.00113157,0.403632
03.LOGOS.T1.1000kVA,03.LOGOS.T1.1000kVA,2026-07-03 02:00:00,0.5,1,2.24,-0.64,2.32964,0.232964,0.88675,1.12,0.44335,2.48444e-05,0.443375
03.LOGOS.T2.2500kVA,03.LOGOS.T2.2500kVA,2026-07-03 02:00:00,0.5,1,13,-7,14.7648,0.590593,1.69702,6.5,0.84815,0.000358828,0.848509
03.LOGOS.T3.1600kVA,03.LOGOS.T3.1600kVA,2026-07-03 02:00:00,0.5,1,8.32,-2.88,8.80436,0.550273,1.19544,4.16,0.5975,0.000219872,0.59772
03.NHUABINHTHUAN.2000kVA,03.NHUABINHTHUAN.2000kVA,2026-07-03 02:00:00,0.516667,1,0.5,0,0.5,0.025,1.85,0.258333,0.955833,5.3433e-07,0.955834
03.SENDAI.T1.1000kVA,03.SENDAI.T1.1000kVA,2026-07-03 02:00:00,0.5,1,153.2,36.4,157.465,15.7465,1.14252,76.6,0.462205,0.109055,0.57126
03.SHINERAY.1000kVA,03.SHINERAY.1000kVA,2026-07-03 02:00:00,0.5,1,6.48,-1.2,6.59017,0.659017,0.925366,3.24,0.4625,0.000182892,0.462683
03.TMD.3000kVA,03.TMD.3000kVA ( 0.2kV ),2026-07-03 02:00:00,0.5,2,105.74,-348.34,364.035,12.1345,2.47223,52.87,1.09,0.146113,1.23611
PĐ.AMP.T1.1000kVA,PĐ.AMP.T1.1000kVA,2026-07-03 02:00:00,0.5,1,7.2,3.84,8.16,0.816,0.895565,3.6,0.4475,0.000282589,0.447783
PĐ.BQL.T1.75kVA,PĐ.BQL.T1.75kVA,2026-07-03 02:00:00,0.5,1,9.09,0.18,9.09178,12.1224,0.167784,4.545,0.077,0.00689205,0.083892
TH.ACCELOTECH.T1.800kVA,TH.ACCELOTECH.T1.800kVA,2026-07-03 02:00:00,0.5,1,105.12,4.32,105.209,13.1511,0.947486,52.56,0.415,0.0587429,0.473743
TH.ASAHI.T1.2500kVA,TH.ASAHI.T1.2500kVA,2026-07-03 02:00:00,0.5,1,646.2,174.6,669.373,26.7749,2.86777,323.1,0.94955,0.484335,1.43388
TH.BAIYANG.T1.2500kVA,TH.BAIYANG.T1.2500kVA,2026-07-03 02:00:00,0.5,1,22.2,2.4,22.3294,0.893174,1.90018,11.1,0.94955,0.000538967,0.950089
TH.BEBRIGHT.T1.2500kVA,TH.BEBRIGHT.T1.2500kVA,2026-07-03 02:00:00,0.5,1,13.8,-5.4,14.8189,0.592756,1.89982,6.9,0.94955,0.000360146,0.94991
TH.BQL.PCCC2.750kVA,TH.BQL.PCCC2.750kVA,2026-07-03 02:00:00,0.5,1,3.2,-0.8,3.29848,0.439798,0.732145,1.6,0.366,7.23883e-05,0.366072
TH.BQL.T1.180kVA,TH.BQL.T1.180kVA,2026-07-03 02:00:00,0.5,1,10.56,-1.86,10.7226,5.95698,0.291964,5.28,0.1425,0.00348202,0.145982
TH.BQL.T2.160kVA,TH.BQL.T2.160kVA,2026-07-03 02:00:00,0.5,2,12.2,-1,12.2409,7.65057,0.278647,6.1,0.134,0.00532342,0.139323
TH.FANTASY.T1.3150kVA,TH.FANTASY.T1.3150kVA,2026-07-03 02:00:00,0.5,1,1033.9,114.8,1040.25,33.0239,5.94527,516.95,1.9127,1.05993,2.97263
TH.HONGXI.T1.800kVA,TH.HONGXI.T1.800kVA,2026-07-03 02:00:00,0.5,1,5.44,-7.84,9.54249,1.19281,0.830967,2.72,0.415,0.000483254,0.415483
TH.HUM&C.T1.750kVA,TH.HUM&C.T1.750kVA,2026-07-03 02:00:00,0.5,1,163.52,19.2,164.643,21.9524,1.10172,81.76,0.394,0.156862,0.550862
TH.SINHER.T1.1600kVA,TH.SINHER.T1.1600kVA,2026-07-03 02:00:00,0.5,1,9.6,-0.8,9.63328,0.60208,1.15447,4.8,0.577,0.000237365,0.577237
TH.XULI.T1.1000kVA,TH.XULI.T1.1000kVA,2026-07-03 02:00:00,0.533333,1,20.16,1.44,20.2114,2.02114,0.964659,10.752,0.513067,0.00141831,0.514485
TTI.BQL.T1.630kVA XLNT,TTI.BQL.T1.630kVA  XLNT,2026-07-03 02:00:00,0.5,1,1.1,0,1.1,0.174603,0.780017,0.55,0.39,8.34043e-06,0.390008
TTI.BQL.T2.630kVA CCNS,TTI.BQL.T2.630kVA CCNS,2026-07-03 02:00:00,0.5,1,10.4,-2.7,10.7448,1.70552,0.781592,5.2,0.39,0.000795788,0.390796
TTI.BQL.T3.400kVA,TTI.BQL.T3.400kVA  CS+BQL,2026-07-03 02:00:00,0.5,2,16.36,-3.2,16.67,4.16751,0.421478,8.18,0.2075,0.00323915,0.210739
TTI.BQL.T4.250kVA,TTI.BQL.T4.250kVA,2026-07-03 02:00:00,0.5,1,2.46,-2.1,3.23444,1.29378,0.363474,1.23,0.1815,0.000237185,0.181737
TTI.JOHNSON 2.T1.3000kVA,TTI.JOHNSON 2.T1.3000kVA,2026-07-03 02:00:00,0.5,1,82.4,-4.8,82.5397,2.75132,3.97719,41.2,1.981,0.00759665,1.9886
TTI.JOHNSON.T1.3000kVA,TTI.JOHNSON.T1.3000kVA,2026-07-03 02:00:00,0.5,1,1026.4,400.8,1101.88,36.7293,6.69666,513.2,1.9945,1.35383,3.34833
TTI.JOHNSON.T2.2000kVA,TTI.JOHNSON.T2.2000kVA,2026-07-03 02:00:00,0.5,1,115.2,3.6,115.256,5.76281,3.09382,57.6,1.5235,0.0234097,1.54691
YM.DAECHANG.T1.560kVA,YM.DAECHANG.T1.560kVA,2026-07-03 02:00:00,0.5,1,1,0.1,1.00499,0.179462,0.322015,0.5,0.161,7.51703e-06,0.161008
YM.ECOPIONEER.1250 kVA,YM.ECOPIONEER.1250kVA,2026-07-03 02:00:00,0.5,1,4.8,-0.3,4.80937,0.384749,1.18815,2.4,0.594,7.66066e-05,0.594077
YM.FOT.T1.2000kVA,YM.FOT.T1.2000kVA,2026-07-03 02:00:00,0.5,1,165.2,-34.8,168.826,8.44128,2.51747,82.6,1.1985,0.0602367,1.25874
YM.FUMAO.800kVA,YM.FUMAO.800kVA,2026-07-03 02:00:00,0.5,1,1.4,-0.6,1.52315,0.190394,0.798324,0.7,0.39915,1.21258e-05,0.399162
YM.JILI.T1.630kVA,YM.JILI.T1.630kVA,2026-07-03 02:00:00,0.5,1,21.12,-0.48,21.1255,3.35325,0.753325,10.56,0.37367,0.00299232,0.376662
YM.KIMTIN.3000KVA,YM.KIMTIN.3000KVA.ECHO,2026-07-03 02:00:00,0.5,2,16.4,4,16.8808,0.562692,1.07033,8.2,0.535,0.000166841,0.535167
YM.KIMTIN2.T1.1250kVA,YM.KIMTIN2.T1.1250kVA,2026-07-03 02:00:00,0.5,1,77.4,16.8,79.2023,6.33618,2.26925,38.7,1.085,0.0496252,1.13463
YM.LIHUA.T1.560kVA,YM.LIHUA.T1.560kVA,2026-07-03 02:00:00,0.5,1,225.44,100.16,246.689,44.0515,1.75737,112.72,0.34862,0.530067,0.878687
YM.LIHUA.T2.560kVA,YM.LIHUA.T2.560kVA,2026-07-03 02:00:00,0.5,1,287.36,116.64,310.13,55.3804,2.3386,143.68,0.3335,0.8358,1.1693
YM.MINHQUANG.T1.1500kVA,YM.MINHQUANG.T1.1500kVA,2026-07-03 02:00:00,0.5,1,149.2,28,151.805,10.1203,1.44511,74.6,0.6525,0.0700557,0.722556
YM.NCC.250kVA,YM.NCC.250kVA,2026-07-03 02:00:00,0.5,1,8.04,-0.6,8.06236,3.22494,0.312947,4.02,0.155,0.00147372,0.156474
